;T2M_RANGE;TS;T2MDEW;T2MWET;T2M_MAX;T2M_MIN;T2M;QV2M;RH2M;PRECTOTCORR;PS;WS10M;WS10M_MAX;WS10M_MIN;WS10M_RANGE;WS50M;WS50M_MAX;WS50M_MIN;WS50M_RANGE
20090730;5.5;12.2;9.44;10.83;14.45;8.96;12.2;7.45;83.94;2.32;99.49;6.0;8.4;3.03;5.36;8.58;10.48;6.77;3.71
20090731;10.3;13.75;10.5;11.99;17.85;7.55;13.48;8.0;82.62;1.06;99.68;4.73;7.2;2.62;4.57;6.98;8.87;4.19;4.68
20090801;6.43;13.96;12.73;13.44;17.86;11.43;14.16;9.34;91.31;9.97;98.65;5.23;7.67;2.65;5.02;7.58;9.85;5.65;4.2
20090802;6.52;13.92;10.13;11.96;17.15;10.62;13.78;7.81;79.88;0.3;98.99;4.55;6.98;0.92;6.06;6.24;8.43;1.41;7.03
20090803;10.59;15.44;12.13;13.72;19.96;9.37;15.3;8.97;82.38;2.05;99.19;5.36;7.42;2.19;5.23;7.52;9.59;3.96;5.62
20090804;7.2;17.79;16.37;17.1;21.41;14.22;17.83;11.84;91.38;7.06;99.14;6.98;8.99;4.07;4.93;9.52;11.75;7.03;4.71
20090805;7.08;17.63;14.46;15.98;21.08;14.0;17.48;10.38;83.5;1.82;99.55;3.56;5.41;2.0;3.42;5.35;6.88;3.7;3.17
20090806;9.27;16.35;12.19;14.08;20.62;11.36;15.96;8.91;79.75;12.25;99.87;2.22;2.91;1.53;1.38;3.23;5.25;2.2;3.05
20090807;9.17;15.47;11.61;13.34;19.8;10.62;15.08;8.54;81.31;3.41;99.94;3.25;4.39;2.59;1.8;4.95;5.88;3.66;2.23
20090808;11.27;15.32;11.4;13.18;19.6;8.33;14.95;8.42;79.56;0.03;100.02;2.48;3.48;1.32;2.16;3.58;5.59;2.02;3.56
20090809;8.2;16.51;12.92;14.8;20.66;12.46;16.68;9.34;79.75;0.76;99.78;2.29;4.33;0.35;3.98;3.28;5.12;0.5;4.62
20090810;5.38;15.32;14.22;14.82;18.49;13.12;15.42;10.25;92.56;4.47;99.2;5.03;7.66;2.29;5.38;7.29;9.95;5.09;4.85
20090811;9.15;16.37;13.55;14.83;20.39;11.24;16.12;9.77;85.12;1.17;99.82;4.25;7.05;1.14;5.91;5.93;8.82;1.34;7.48
20090812;6.83;15.53;13.28;14.28;18.84;12.01;15.28;9.58;88.38;1.37;99.73;4.94;6.97;2.76;4.21;7.02;8.52;5.59;2.93
20090813;9.45;15.84;11.4;13.21;19.69;10.25;15.01;8.42;80.56;0.06;99.77;1.69;3.1;0.33;2.77;2.71;5.9;0.41;5.49
20090814;8.72;15.69;13.42;14.53;19.48;10.76;15.65;9.77;87.31;0.46;99.34;4.01;6.97;0.16;6.81;5.36;9.35;0.01;9.34
20090815;7.08;17.26;15.01;16.13;20.9;13.82;17.25;10.8;87.25;3.03;98.87;7.51;11.12;4.7;6.41;10.28;14.28;7.62;6.66
20090816;6.3;15.08;12.42;13.7;18.15;11.86;14.99;9.09;85.25;0.46;99.19;6.54;9.18;4.5;4.68;9.12;11.56;6.91;4.66
20090817;7.33;14.73;12.02;13.36;18.16;10.83;14.69;8.85;85.0;1.3;99.34;5.51;8.63;2.44;6.2;7.73;10.68;4.53;6.15
20090818;10.25;15.39;13.05;14.24;20.08;9.83;15.43;9.46;86.06;0.22;99.57;4.13;6.27;2.43;3.84;6.36;7.98;4.87;3.11
20090819;8.96;17.96;15.62;16.81;22.71;13.75;18.01;11.23;86.69;0.41;99.21;6.27;8.65;4.3;4.34;8.96;10.85;7.37;3.48
20090820;7.49;15.69;13.22;14.54;18.9;11.4;15.86;9.7;85.19;2.51;98.82;7.84;10.34;5.33;5.0;10.75;13.54;8.23;5.32
20090821;5.42;12.08;9.16;10.67;14.91;9.49;12.18;7.26;82.81;1.23;99.58;5.46;6.98;3.63;3.35;8.08;8.66;6.96;1.7
20090822;10.51;14.05;10.54;12.19;18.46;7.95;13.85;8.0;81.56;0.15;99.93;4.04;5.05;2.69;2.35;6.45;8.02;5.02;2.99
20090823;8.66;16.28;14.12;15.27;20.5;11.84;16.44;10.19;86.69;1.41;99.15;6.16;8.65;4.59;4.06;8.78;11.05;7.23;3.82
20090824;7.17;14.61;12.83;13.72;17.58;10.41;14.61;9.46;89.25;4.11;98.43;3.08;4.44;1.77;2.66;4.97;7.66;2.05;5.61
20090825;8.07;13.2;10.28;11.7;17.55;9.48;13.12;7.93;83.88;1.59;98.59;4.28;6.02;2.19;3.84;6.44;7.38;4.71;2.66
20090826;8.8;14.69;13.69;14.3;19.4;10.61;14.9;10.07;92.5;8.98;98.41;7.1;11.63;3.02;8.61;9.96;15.27;6.31;8.95
20090827;7.8;15.25;12.37;13.76;19.47;11.66;15.13;9.09;84.44;0.77;98.78;5.62;8.8;2.98;5.83;7.95;12.33;4.12;8.2
20090828;4.7;11.61;9.18;10.46;14.13;9.44;11.74;7.32;84.75;3.2;98.74;8.21;10.89;5.6;5.29;11.27;14.05;8.75;5.3
20090829;5.95;12.09;9.1;10.58;15.13;9.18;12.05;7.26;83.0;1.06;99.63;7.05;8.98;4.71;4.27;9.87;11.19;8.06;3.12
20090830;7.2;14.32;12.73;13.49;16.8;9.61;14.25;9.34;90.88;3.5;99.3;5.95;7.83;3.47;4.36;8.34;10.03;5.98;4.05
20090831;8.25;17.37;15.31;16.38;21.71;13.45;17.44;11.05;87.62;7.74;98.59;7.66;9.31;5.95;3.37;10.47;11.89;9.0;2.89
20090901;6.59;13.11;10.87;12.01;16.98;10.39;13.15;8.3;86.88;4.6;98.21;6.5;8.73;4.43;4.3;9.08;11.24;7.59;3.65
20090902;7.66;12.78;11.03;11.89;16.8;9.14;12.75;8.42;89.81;12.42;98.08;6.18;8.47;4.49;3.98;8.47;11.5;6.02;5.48
20090903;4.11;12.14;10.17;11.2;14.15;10.05;12.24;8.0;87.5;6.61;97.29;9.81;12.83;2.6;10.23;13.22;16.45;5.53;10.91
20090904;5.11;11.45;9.17;10.39;14.56;9.46;11.6;7.39;85.38;1.52;98.41;9.38;11.95;6.47;5.48;12.68;15.27;9.63;5.65
20090905;6.1;12.15;10.06;11.14;15.28;9.18;12.21;7.75;87.06;0.84;99.72;6.6;8.05;5.32;2.73;9.2;10.3;7.96;2.34
20090906;4.43;12.33;10.54;11.55;14.83;10.4;12.56;8.0;87.69;1.46;99.76;5.45;7.05;3.88;3.17;7.88;9.91;6.05;3.87
20090907;6.76;15.59;13.08;14.26;19.09;12.33;15.45;9.46;86.56;0.96;99.41;4.71;7.78;1.38;6.4;6.73;11.05;2.42;8.63
20090908;10.91;16.65;15.3;16.01;21.93;11.02;16.73;11.05;91.5;3.31;99.38;7.45;10.59;4.32;6.27;10.01;13.61;7.1;6.51
20090909;9.46;12.24;9.3;10.76;17.31;7.85;12.24;7.26;83.5;0.03;100.88;3.45;5.08;2.2;2.88;5.49;6.87;4.0;2.86
20090910;12.31;11.9;8.94;10.47;18.13;5.82;12.0;7.02;82.12;0.01;101.62;2.79;3.67;1.91;1.75;4.27;5.27;3.08;2.19
20090911;10.23;12.07;9.64;11.15;18.15;7.92;12.65;7.45;82.81;0.02;101.57;1.89;2.72;0.34;2.38;3.05;5.94;0.54;5.39
20090912;11.64;12.69;10.5;11.75;19.51;7.87;13.01;7.87;85.56;0.01;101.07;2.48;4.03;1.27;2.76;3.7;5.04;1.98;3.06
20090913;9.59;10.98;8.9;10.09;15.92;6.33;11.28;7.08;86.0;0.09;100.89;3.86;6.06;1.82;4.24;5.73;7.55;2.87;4.69
20090914;6.28;11.92;8.93;10.31;15.67;9.39;11.69;7.08;83.88;0.14;100.81;4.95;5.88;3.95;1.93;7.0;7.7;6.41;1.28
20090915;7.01;12.58;10.43;11.52;16.78;9.78;12.62;7.87;87.12;0.34;100.52;5.78;7.34;4.61;2.73;8.16;9.07;7.09;1.98
20090916;8.52;11.32;8.73;9.98;15.75;7.23;11.23;7.02;85.5;0.24;100.53;5.47;7.01;2.95;4.06;7.79;8.69;5.71;2.98
20090917;5.67;10.25;7.88;9.09;12.81;7.14;10.3;6.59;85.5;0.1;100.33;2.91;3.86;1.92;1.94;4.83;5.52;4.05;1.48
20090918;7.45;12.35;9.73;10.99;16.56;9.11;12.25;7.57;85.56;0.08;99.87;2.7;3.54;1.84;1.7;4.51;6.68;3.45;3.23
20090919;8.78;12.41;11.08;11.74;17.59;8.82;12.4;8.3;91.0;0.6;99.61;2.97;4.13;2.21;1.92;4.87;6.06;3.65;2.41
20090920;9.09;10.4;7.04;8.74;15.66;6.57;10.44;6.29;81.5;0.01;100.17;2.48;3.42;1.82;1.6;4.03;5.8;2.05;3.75
20090921;9.16;11.47;10.23;10.93;16.13;6.97;11.64;7.81;91.25;0.63;100.12;5.44;7.24;3.1;4.13;7.91;9.16;6.38;2.77
20090922;6.3;13.29;11.37;12.42;17.36;11.07;13.47;8.42;87.62;0.84;99.94;7.09;9.73;4.38;5.36;10.07;12.34;8.07;4.27
20090923;6.17;11.37;9.64;10.62;14.75;8.58;11.62;7.45;88.12;0.37;100.27;4.92;6.18;3.3;2.88;7.66;8.79;6.4;2.39
20090924;7.41;10.77;9.24;10.11;14.41;7.0;10.97;7.26;89.56;0.23;100.42;4.44;6.15;3.28;2.87;7.16;7.77;6.27;1.5
20090925;4.01;11.55;10.08;10.91;13.77;9.76;11.74;7.69;89.75;0.2;100.49;4.19;5.69;2.59;3.09;6.69;7.31;5.64;1.68
20090926;7.51;12.02;10.54;11.24;16.23;8.73;11.94;7.87;90.12;0.18;100.56;3.31;4.27;2.43;1.84;5.45;6.94;4.03;2.91
20090927;7.98;12.73;11.62;12.21;16.8;8.81;12.8;8.48;91.44;0.36;100.62;3.96;6.14;2.5;3.64;6.26;7.65;4.77;2.88
20090928;5.16;13.12;12.1;12.69;16.3;11.14;13.28;8.79;92.56;0.91;100.37;6.03;8.39;4.06;4.33;8.66;10.57;7.2;3.37
20090929;4.18;13.58;12.48;13.06;16.1;11.93;13.65;9.03;92.62;1.3;100.01;6.25;7.95;4.11;3.84;8.63;9.93;6.97;2.96
20090930;5.24;13.53;12.22;12.91;16.74;11.5;13.62;8.91;91.5;1.34;99.71;5.56;7.55;4.02;3.53;8.04;9.5;6.64;2.86
20091001;6.47;9.96;6.83;8.35;13.54;7.08;9.86;6.23;82.81;0.07;99.76;3.78;5.21;2.73;2.48;6.02;7.87;3.12;4.74
20091002;5.41;10.51;9.61;10.19;13.26;7.84;10.76;7.57;92.5;1.85;99.49;6.06;8.16;3.91;4.24;8.73;11.39;6.42;4.97
20091003;4.78;10.8;8.55;9.85;13.55;8.76;11.15;7.14;84.31;1.98;98.28;10.9;13.66;7.77;5.9;14.77;17.89;11.35;6.55
20091004;5.57;8.58;6.29;7.53;11.97;6.4;8.77;6.04;85.19;0.51;98.93;4.56;7.45;2.22;5.23;6.93;10.99;4.38;6.62
20091005;7.91;8.36;6.55;7.59;13.48;5.57;8.63;6.1;87.62;0.03;98.91;2.01;3.15;0.95;2.2;3.28;6.73;1.48;5.25
20091006;11.66;11.98;11.68;11.98;17.73;6.07;12.28;8.91;95.62;23.28;98.21;5.34;8.16;3.04;5.12;7.8;11.69;5.36;6.33
20091007;7.87;7.19;4.86;6.18;11.73;3.87;7.49;5.43;84.12;0.19;99.04;2.24;3.38;1.2;2.19;3.81;6.1;1.73;4.38
20091008;9.05;6.58;4.62;5.85;12.4;3.34;7.08;5.31;83.62;0.02;99.71;3.36;5.17;1.91;3.26;5.59;7.57;3.55;4.03
20091009;9.21;7.02;6.39;6.88;11.9;2.69;7.37;6.1;93.44;3.06;99.51;4.83;7.09;2.73;4.36;7.36;9.21;5.79;3.42
20091010;7.09;10.37;9.58;10.08;14.49;7.4;10.6;7.51;93.62;0.94;99.24;3.76;5.64;2.35;3.29;6.34;7.45;5.2;2.27
20091011;5.91;10.07;8.39;9.41;13.05;7.14;10.44;6.96;87.81;0.91;99.31;6.29;9.25;3.74;5.51;9.24;11.89;6.84;5.05
20091012;7.41;7.27;5.45;6.65;12.67;5.26;7.86;5.55;85.75;0.05;100.65;2.87;4.99;0.68;4.31;3.91;7.81;0.9;6.91
20091013;7.9;6.93;6.22;7.37;11.96;4.05;8.53;5.92;85.81;0.29;100.88;1.17;1.78;0.55;1.23;1.64;2.72;0.74;1.98
20091014;5.76;10.55;9.73;10.51;14.28;8.52;11.28;7.51;90.31;1.0;100.93;0.98;1.34;0.65;0.69;1.39;2.34;0.84;1.5
20091015;3.75;11.93;11.42;11.76;14.44;10.69;12.11;8.36;95.5;2.52;101.06;2.48;4.72;1.45;3.27;4.28;7.54;2.47;5.07
20091016;5.55;8.5;6.31;7.51;11.89;6.34;8.69;5.92;85.88;0.09;101.3;4.52;5.98;3.29;2.7;7.2;7.68;6.38;1.3
20091017;7.77;6.91;4.46;5.87;11.3;3.54;7.26;5.19;83.0;0.01;100.96;2.59;3.98;1.23;2.74;4.2;6.91;1.88;5.03
20091018;8.46;6.54;5.55;6.19;10.77;2.31;6.82;5.68;91.25;0.5;100.07;3.48;4.47;2.3;2.17;5.59;7.16;4.14;3.02
20091019;6.62;8.37;6.92;7.72;12.05;5.44;8.51;6.29;90.12;1.59;98.87;5.33;6.22;4.27;1.95;7.49;9.12;6.55;2.57
20091020;5.66;6.8;5.77;6.38;9.5;3.84;7.0;5.92;91.88;5.32;97.57;7.45;8.88;5.59;3.29;9.93;11.24;7.73;3.51
20091021;4.53;9.82;9.23;9.64;12.89;8.36;10.05;7.51;94.75;4.82;97.38;4.74;5.78;3.91;1.87;6.93;8.15;5.47;2.68
20091022;4.66;9.47;8.96;9.3;12.42;7.76;9.65;7.32;95.44;2.29;97.63;4.7;5.3;4.17;1.12;6.75;8.15;5.8;2.35
20091023;5.3;9.58;8.85;9.34;13.43;8.13;9.83;7.2;93.81;1.22;98.43;3.75;4.6;2.33;2.27;6.04;7.02;4.81;2.2
20091024;7.41;11.33;10.56;11.17;16.3;8.89;11.78;8.18;92.31;8.86;98.04;7.55;9.89;3.71;6.18;10.61;14.04;6.86;7.18
20091025;3.32;10.55;9.29;10.12;12.81;9.49;10.96;7.45;89.5;3.2;98.44;9.67;10.38;9.28;1.09;13.23;13.95;12.7;1.24
20091026;3.44;10.43;9.5;10.14;12.63;9.19;10.77;7.45;91.88;1.23;99.45;4.45;9.14;0.49;8.65;6.39;12.55;0.77;11.79
20091027;6.32;11.31;10.85;11.23;15.3;8.98;11.61;8.24;95.06;0.9;99.5;5.23;6.59;4.06;2.52;7.59;9.68;5.37;4.3
20091028;6.98;11.24;10.46;11.1;15.51;8.52;11.75;7.93;91.75;0.45;99.52;3.63;5.82;2.09;3.73;5.76;8.47;3.42;5.05
20091029;7.71;10.43;10.55;10.85;15.14;7.44;11.14;8.0;95.19;0.17;99.96;3.57;4.98;1.77;3.2;5.65;7.98;2.73;5.24
20091030;4.79;11.01;10.15;10.74;14.08;9.3;11.33;7.75;92.5;1.29;99.87;6.55;8.17;5.05;3.12;9.2;10.44;8.17;2.27
20091031;4.81;11.78;11.05;11.58;15.15;10.33;12.09;8.24;93.5;3.68;99.65;4.66;6.29;3.4;2.89;7.13;9.15;5.19;3.96
20091101;7.48;9.33;8.69;9.23;14.29;6.81;9.79;7.26;92.81;26.38;97.63;9.05;14.84;3.8;11.05;12.5;19.2;6.59;12.61
20091102;3.49;6.85;5.5;6.27;9.3;5.81;7.04;5.8;90.31;3.15;97.47;6.64;8.51;4.12;4.39;9.08;11.3;6.71;4.59
20091103;3.93;7.19;6.52;7.0;9.93;5.99;7.48;6.29;93.62;8.64;96.26;6.26;7.6;4.77;2.83;8.71;10.35;7.2;3.15
20091104;3.3;6.17;5.83;6.15;8.52;5.23;6.47;5.98;95.69;5.02;96.03;4.95;6.7;3.11;3.6;7.33;8.66;5.36;3.3
20091105;5.42;5.94;5.99;6.23;8.92;3.5;6.46;6.04;96.81;3.98;96.96;3.03;4.2;0.88;3.32;5.11;6.55;1.74;4.8
20091106;4.84;5.86;5.44;5.81;9.0;4.15;6.17;5.8;95.06;4.16;97.55;4.36;7.46;0.21;7.25;6.38;10.05;0.38;9.67
20091107;4.51;4.91;4.36;4.78;7.69;3.19;5.19;5.37;94.31;6.03;97.05;4.77;5.94;3.69;2.25;7.13;7.91;5.95;1.96
20091108;6.62;4.77;4.64;4.87;8.5;1.87;5.09;5.37;96.06;2.02;98.65;3.6;4.38;2.59;1.8;5.62;6.32;4.46;1.87
20091109;7.7;3.08;2.95;3.44;9.12;1.42;3.92;4.76;92.94;0.14;99.7;1.88;2.8;0.62;2.18;2.79;5.02;0.9;4.12
20091110;3.51;4.15;3.98;4.18;5.89;2.38;4.38;5.13;97.12;1.83;98.98;1.8;2.9;0.48;2.42;2.62;3.55;0.76;2.79
20091111;4.06;5.23;4.83;5.11;7.62;3.55;5.38;5.49;96.25;2.28;98.39;3.46;6.62;1.38;5.24;5.1;9.02;2.65;6.38
20091112;4.63;7.19;7.03;7.23;10.05;5.41;7.44;6.47;97.19;10.77;97.53;5.99;9.62;4.19;5.44;8.41;13.32;6.18;7.13
20091113;6.61;7.83;7.4;7.69;12.34;5.73;7.98;6.65;96.06;17.92;97.34;5.71;14.11;2.01;12.1;7.87;19.1;3.27;15.84
20091114;7.59;8.12;7.26;8.01;12.3;4.71;8.75;6.65;90.38;5.87;96.58;9.86;13.84;4.34;9.5;13.71;18.39;7.83;10.56
20091115;5.83;6.61;6.53;6.69;9.77;3.94;6.84;6.16;97.62;0.98;98.03;5.2;5.72;4.2;1.52;7.39;8.34;6.05;2.3
20091116;3.92;7.48;6.86;7.37;10.44;6.52;7.89;6.35;93.25;8.27;97.44;8.62;11.74;4.66;7.09;11.77;15.76;5.97;9.79
20091117;3.25;7.24;6.55;7.1;9.26;6.01;7.66;6.16;92.56;3.38;98.02;8.23;10.08;6.92;3.16;11.38;13.96;8.89;5.08
20091118;3.07;9.62;9.18;9.62;11.12;8.05;10.06;7.39;94.12;12.18;98.1;9.66;14.09;4.46;9.62;13.26;18.93;6.3;12.62
20091119;1.48;10.74;9.34;10.29;11.87;10.38;11.23;7.45;88.12;3.35;98.16;12.55;14.04;11.41;2.62;16.87;18.55;15.43;3.12
20091120;6.61;8.55;8.31;8.73;11.4;4.8;9.13;6.96;93.94;4.23;98.62;7.16;12.11;2.81;9.3;10.6;16.34;6.25;10.09
20091121;5.91;8.8;8.71;8.97;11.93;6.01;9.22;7.14;96.44;8.87;98.65;7.8;12.46;3.52;8.95;10.94;16.77;6.27;10.5
20091122;2.38;6.8;6.24;6.73;8.69;6.31;7.21;6.1;93.38;5.0;97.19;9.78;12.61;7.88;4.74;13.23;16.7;10.31;6.39
20091123;2.34;6.81;6.34;6.79;8.46;6.12;7.23;6.16;93.94;8.79;97.23;8.72;12.59;4.62;7.96;11.93;16.62;6.55;10.07
20091124;3.9;9.05;8.55;9.04;11.08;7.18;9.52;7.14;93.56;9.42;97.62;9.48;13.54;4.99;8.55;13.12;18.2;7.34;10.86
20091125;5.43;5.99;5.21;5.84;10.37;4.93;6.47;5.68;91.62;3.65;97.05;9.7;13.16;6.85;6.31;13.18;17.46;9.42;8.04
20091126;2.27;4.55;4.2;4.54;5.93;3.65;4.87;5.31;95.38;3.0;97.29;7.34;8.59;5.77;2.82;10.02;11.77;7.73;4.04
20091127;3.27;3.94;3.74;3.94;6.28;3.01;4.14;5.13;97.12;1.33;97.32;5.3;6.44;4.23;2.21;7.37;8.34;6.16;2.17
20091128;2.5;2.58;2.22;2.47;4.18;1.68;2.73;4.64;96.38;5.75;96.96;3.09;5.38;0.83;4.55;4.12;6.99;1.27;5.72
20091129;3.16;3.53;3.3;3.51;5.01;1.85;3.7;5.0;97.25;12.98;96.55;6.35;9.34;3.78;5.55;8.45;12.3;4.6;7.7
20091130;4.24;1.73;1.33;1.68;3.74;-0.5;2.02;4.27;95.12;2.07;98.2;6.88;10.29;3.34;6.95;9.5;13.77;4.66;9.12
20091201;3.61;-0.1;-0.4;-0.17;1.73;-1.88;0.08;3.78;97.0;6.28;98.7;4.41;8.95;0.55;8.41;6.0;12.14;0.83;11.32
20091202;3.72;4.36;4.44;4.55;5.77;2.05;4.65;5.37;98.5;1.77;97.49;4.52;8.44;1.66;6.77;6.77;11.48;3.3;8.19
20091203;3.5;3.33;3.15;3.44;5.34;1.84;3.74;4.94;95.81;3.3;97.44;5.8;8.63;1.05;7.59;8.32;11.42;1.91;9.51
20091204;5.13;1.59;1.75;1.99;5.21;0.08;2.23;4.39;96.5;1.46;98.26;4.01;6.11;1.75;4.35;6.94;8.87;3.31;5.55
20091205;5.58;5.41;5.4;5.57;8.46;2.88;5.74;5.8;97.5;10.72;97.29;6.08;8.65;4.11;4.54;8.61;12.05;6.49;5.55
20091206;5.48;6.43;6.3;6.62;9.73;4.25;6.93;6.16;95.69;7.03;96.97;7.59;9.99;4.1;5.89;10.72;13.79;7.49;6.3
20091207;3.72;5.24;5.23;5.41;7.61;3.9;5.6;5.68;97.31;4.53;97.35;6.66;9.11;3.73;5.38;9.33;11.91;6.52;5.4
20091208;2.91;5.79;5.68;5.91;8.19;5.28;6.14;5.8;96.69;2.42;98.44;5.57;7.95;4.16;3.78;8.05;10.96;5.36;5.59
20091209;1.95;6.53;6.54;6.69;7.79;5.83;6.83;6.1;97.81;3.24;99.31;5.19;6.12;4.59;1.53;7.47;8.71;6.49;2.23
20091210;5.48;4.31;4.79;4.98;7.33;1.85;5.17;5.37;97.25;0.37;100.48;3.76;6.05;1.2;4.84;5.77;8.86;1.76;7.09
20091211;3.29;2.37;2.16;2.3;4.15;0.87;2.43;4.39;97.94;0.32;101.19;2.13;3.01;1.6;1.41;3.41;4.89;1.99;2.9
20091212;3.74;3.1;3.18;3.31;5.98;2.23;3.44;4.7;97.56;0.14;101.26;3.27;4.27;1.98;2.28;5.54;6.88;4.26;2.62
20091213;3.6;3.22;3.02;3.24;5.26;1.65;3.47;4.7;96.81;0.32;100.89;3.99;4.65;3.39;1.26;6.13;7.01;5.25;1.75
20091214;2.41;2.89;2.64;2.87;4.1;1.69;3.09;4.58;96.75;4.85;100.0;2.92;3.7;1.86;1.84;4.64;5.82;3.63;2.19
20091215;2.72;2.08;1.92;2.13;4.24;1.52;2.34;4.39;96.94;1.47;99.64;1.7;2.9;0.3;2.59;2.59;3.84;0.47;3.37
20091216;2.13;2.65;2.69;2.82;3.67;1.54;2.96;4.64;98.0;3.31;99.02;3.65;5.52;1.87;3.64;5.8;8.05;3.63;4.41
20091217;4.94;-0.99;-1.62;-1.07;1.99;-2.95;-0.52;3.42;92.75;0.27;99.39;5.73;7.19;4.58;2.62;8.34;9.8;7.29;2.52
20091218;3.16;-2.7;-3.64;-3.01;-0.2;-3.36;-2.37;2.87;92.5;0.04;99.76;5.61;7.24;4.08;3.16;8.0;10.13;6.52;3.62
20091219;3.78;-1.77;-2.27;-1.92;0.44;-3.34;-1.56;3.3;96.0;2.46;98.74;3.97;6.11;1.65;4.46;5.77;8.49;2.95;5.54
20091220;5.09;-2.22;-2.44;-2.1;0.32;-4.77;-1.76;3.3;96.19;1.19;97.37;5.67;7.43;4.09;3.34;8.36;10.02;7.2;2.82
20091221;2.55;-1.38;-1.59;-1.41;0.03;-2.52;-1.23;3.48;98.31;0.44;96.73;4.87;6.6;2.36;4.24;6.62;8.9;3.86;5.04
20091222;3.68;-1.55;-1.62;-1.46;0.69;-3.0;-1.3;3.54;98.62;0.75;96.25;4.9;6.2;2.29;3.91;6.91;8.05;3.84;4.2
20091223;3.45;-1.84;-1.81;-1.6;0.8;-2.64;-1.38;3.48;97.69;3.82;96.67;4.28;5.62;1.83;3.79;6.46;8.46;3.68;4.78
20091224;1.88;-0.45;-0.48;-0.37;0.62;-1.26;-0.25;3.78;98.62;1.87;96.61;2.3;3.34;1.34;1.99;3.95;5.7;1.82;3.87
20091225;5.12;-1.2;-1.13;-0.95;2.23;-2.9;-0.77;3.6;98.25;3.87;97.37;3.98;6.67;2.72;3.95;6.22;10.29;4.16;6.13
20091226;1.25;1.0;1.25;1.32;2.04;0.79;1.39;4.27;98.88;1.15;97.4;5.39;6.73;4.87;1.86;7.86;9.66;6.6;3.06
20091227;4.5;0.33;0.62;0.78;2.48;-2.02;0.94;4.09;97.88;3.01;97.4;5.52;6.98;2.45;4.53;8.35;10.13;4.69;5.45
20091228;3.16;-1.34;-0.97;-0.81;1.31;-1.85;-0.64;3.6;98.19;0.23;98.29;2.24;3.74;0.73;3.01;3.48;5.51;1.06;4.45
20091229;2.21;0.27;0.19;0.37;1.44;-0.77;0.56;3.97;97.31;4.8;97.68;6.44;7.8;3.94;3.86;8.7;10.62;5.11;5.52
20091230;0.94;0.26;0.11;0.36;1.21;0.27;0.62;3.91;96.25;5.77;97.5;7.74;8.64;7.05;1.6;10.24;11.34;9.34;1.99
20091231;3.99;-1.59;-2.2;-1.6;0.82;-3.17;-0.99;3.3;92.12;0.06;98.25;5.24;7.27;4.38;2.89;7.98;10.02;6.26;3.77
20100101;4.52;-2.63;-2.78;-2.45;-0.13;-4.65;-2.13;3.17;96.62;0.49;98.48;3.9;4.52;2.91;1.6;6.26;7.52;4.3;3.21
20100102;4.19;-1.54;-1.55;-1.28;1.31;-2.88;-1.01;3.42;96.94;1.82;99.28;4.64;6.09;3.0;3.09;7.31;9.12;4.62;4.5
20100103;5.59;-4.61;-4.42;-3.99;-0.15;-5.74;-3.57;2.75;95.81;0.08;100.28;2.91;4.81;1.2;3.61;5.12;7.95;2.06;5.89
20100104;6.38;-3.24;-3.15;-2.94;0.26;-6.11;-2.72;3.05;98.31;0.3;99.61;3.85;4.52;2.6;1.92;6.01;6.95;4.37;2.58
20100105;2.02;-1.24;-1.45;-1.2;-0.09;-2.11;-0.95;3.48;97.12;4.07;98.17;4.67;5.43;2.55;2.87;6.66;7.58;4.27;3.3
20100106;6.41;-3.52;-3.77;-3.34;-0.62;-7.02;-2.91;2.93;95.5;0.43;98.56;5.41;6.84;3.79;3.05;7.98;9.5;6.75;2.75
20100107;5.53;-4.9;-4.99;-4.7;-1.15;-6.68;-4.42;2.62;98.31;0.14;99.25;3.78;4.24;3.22;1.02;6.0;7.06;4.75;2.31
20100108;5.77;-4.5;-4.73;-4.26;-0.62;-6.38;-3.79;2.69;95.19;0.52;100.36;3.73;4.3;3.07;1.23;6.46;8.02;4.82;3.2
20100109;4.77;-4.2;-4.78;-4.2;-1.51;-6.27;-3.62;2.62;93.81;0.11;100.66;5.34;7.35;3.43;3.92;8.2;10.56;5.94;4.63
20100110;3.03;-0.92;-1.56;-1.01;1.0;-2.03;-0.45;3.42;92.62;1.38;100.13;7.23;8.29;6.41;1.89;10.17;11.41;8.81;2.59
20100111;2.25;-0.48;-0.45;-0.32;0.67;-1.57;-0.19;3.66;98.25;3.63;99.81;4.23;6.3;2.8;3.51;6.38;8.59;4.94;3.65
20100112;1.92;-1.04;-1.21;-1.02;0.42;-1.51;-0.84;3.54;97.94;0.74;98.73;6.55;8.34;3.48;4.86;8.83;10.74;6.09;4.65
20100113;2.08;-1.85;-2.11;-1.88;-0.6;-2.68;-1.64;3.3;97.81;1.65;97.94;4.42;7.29;2.39;4.9;6.37;9.93;4.2;5.73
20100114;3.89;-1.92;-1.85;-1.7;0.87;-3.02;-1.56;3.36;98.81;0.85;98.36;2.54;3.42;1.91;1.5;4.29;4.98;3.5;1.48
20100115;3.66;-0.22;-0.02;0.12;1.82;-1.85;0.26;3.85;98.44;7.47;99.08;6.33;8.45;2.8;5.65;9.02;11.47;5.2;6.27
20100116;1.51;0.69;1.06;1.15;1.95;0.44;1.23;4.21;98.44;10.74;98.15;6.61;10.89;2.5;8.39;9.64;14.2;4.92;9.27
